,DateTime,Open,High,Low,Close,Volume,OI
2023-06-30 09:15:00+05:30,19300.0,19358.1,19206.65,19348.6,45350,30950
2023-06-30 10:15:00+05:30,19348.6,19368.0,19340.0,19363.9,14350,37600
2023-06-30 11:15:00+05:30,19363.9,19380.0,19356.65,19374.8,12150,44250
2023-06-30 12:15:00+05:30,19374.8,19408.35,19367.0,19407.0,14900,55350
2023-06-30 13:15:00+05:30,19407.0,19415.95,19397.9,19404.0,8950,59300
2023-06-30 14:15:00+05:30,19404.0,19440.0,19404.0,19440.0,25350,68100
2023-06-30 15:15:00+05:30,19440.0,19447.2,19438.0,19439.35,9200,73550
2023-07-03 09:15:00+05:30,19474.95,19580.0,19445.55,19569.65,62050,93550
2023-07-03 10:15:00+05:30,19569.65,19586.0,19529.0,19529.0,32000,111450
2023-07-03 11:15:00+05:30,19529.0,19570.15,19513.7,19569.65,17850,117600
2023-07-03 12:15:00+05:30,19569.65,19586.9,19564.25,19575.3,9800,124600
2023-07-03 13:15:00+05:30,19575.3,19594.0,19562.25,19577.05,16150,133150
2023-07-03 14:15:00+05:30,19577.05,19598.0,19558.0,19584.65,15550,136600
2023-07-03 15:15:00+05:30,19584.65,19600.0,19584.65,19598.0,12550,143000
2023-07-04 09:15:00+05:30,19613.0,19687.85,19559.0,19582.05,37950,148700
2023-07-04 10:15:00+05:30,19582.05,19609.45,19575.0,19601.65,9850,151650
2023-07-04 11:15:00+05:30,19601.65,19632.0,19593.8,19629.95,8800,155300
2023-07-04 12:15:00+05:30,19629.95,19654.4,19629.95,19638.15,26950,158450
2023-07-04 13:15:00+05:30,19638.15,19680.0,19632.0,19632.45,26600,168300
2023-07-04 14:15:00+05:30,19630.0,19657.05,19622.25,19645.0,11900,170800
2023-07-04 15:15:00+05:30,19645.0,19649.0,19640.0,19645.0,4650,171500
2023-07-05 09:15:00+05:30,19650.7,19661.2,19604.65,19640.05,16150,177000
2023-07-05 10:15:00+05:30,19640.05,19641.75,19617.7,19638.0,10300,180850
2023-07-05 11:15:00+05:30,19638.0,19658.95,19629.95,19648.6,9500,186800
2023-07-05 12:15:00+05:30,19648.6,19649.05,19631.8,19642.25,2800,187050
2023-07-05 13:15:00+05:30,19642.25,19646.4,19613.0,19642.0,8700,189750
2023-07-05 14:15:00+05:30,19642.0,19659.8,19609.0,19659.8,14400,193200
2023-07-05 15:15:00+05:30,19659.8,19670.0,19654.55,19666.0,11450,197100
2023-07-06 09:15:00+05:30,19634.3,19685.0,19633.9,19684.0,21550,202500
2023-07-06 10:15:00+05:30,19684.0,19700.0,19672.3,19691.35,30850,220750
2023-07-06 11:15:00+05:30,19691.35,19707.0,19690.0,19690.05,13800,229150
2023-07-06 12:15:00+05:30,19690.05,19699.9,19677.95,19692.0,7050,232250
2023-07-06 13:15:00+05:30,19692.0,19706.35,19684.9,19700.0,6200,235500
2023-07-06 14:15:00+05:30,19700.0,19738.45,19692.7,19726.0,39250,245850
2023-07-06 15:15:00+05:30,19726.0,19726.0,19715.05,19719.65,12550,247500
2023-07-07 09:15:00+05:30,19694.0,19749.0,19686.15,19721.1,34850,263250
2023-07-07 10:15:00+05:30,19721.1,19721.1,19647.0,19668.3,25100,267900
2023-07-07 11:15:00+05:30,19668.3,19679.55,19614.0,19632.1,28700,277750
2023-07-07 12:15:00+05:30,19632.1,19640.0,19606.0,19612.45,34600,300750
2023-07-07 13:15:00+05:30,19612.45,19647.1,19608.75,19630.0,15250,311350
2023-07-07 14:15:00+05:30,19630.0,19675.0,19598.35,19601.15,40600,327400
2023-07-07 15:15:00+05:30,19601.15,19603.0,19585.0,19593.05,13950,330550
2023-07-10 09:15:00+05:30,19601.0,19657.2,19594.0,19652.1,24750,333900
2023-07-10 10:15:00+05:30,19652.1,19676.0,19634.05,19637.0,17850,342800
2023-07-10 11:15:00+05:30,19637.0,19637.0,19590.0,19606.7,15000,345300
2023-07-10 12:15:00+05:30,19606.7,19639.95,19606.0,19629.0,7750,344400
2023-07-10 13:15:00+05:30,19629.0,19648.95,19623.95,19639.65,7050,343700
2023-07-10 14:15:00+05:30,19639.65,19643.3,19590.0,19614.15,10650,347100
2023-07-10 15:15:00+05:30,19614.15,19627.9,19611.0,19622.0,19050,342700
2023-07-11 09:15:00+05:30,19650.0,19716.0,19626.5,19710.0,37800,353200
2023-07-11 10:15:00+05:30,19710.0,19730.0,19701.5,19727.75,18950,352950
2023-07-11 11:15:00+05:30,19729.55,19750.0,19727.75,19735.0,17350,359200
2023-07-11 12:15:00+05:30,19735.0,19740.0,19718.0,19730.25,7350,358700
2023-07-11 13:15:00+05:30,19730.25,19734.4,19707.0,19708.0,5300,359150
2023-07-11 14:15:00+05:30,19708.0,19714.35,19682.1,19693.6,13350,356150
2023-07-11 15:15:00+05:30,19693.6,19715.95,19693.6,19715.95,5300,357150
2023-07-12 09:15:00+05:30,19735.0,19738.0,19690.0,19720.0,21850,361950
2023-07-12 10:15:00+05:30,19720.0,19725.0,19683.85,19712.0,7800,362050
2023-07-12 11:15:00+05:30,19712.0,19712.0,19669.0,19679.55,11300,364000
2023-07-12 12:15:00+05:30,19679.55,19706.5,19666.5,19703.55,8700,365450
2023-07-12 13:15:00+05:30,19703.55,19716.0,19692.0,19700.0,11850,369150
2023-07-12 14:15:00+05:30,19700.0,19715.45,19656.45,19661.7,17950,374600
2023-07-12 15:15:00+05:30,19661.7,19670.9,19661.7,19668.8,8750,378050
2023-07-13 09:15:00+05:30,19736.9,19806.85,19705.0,19803.0,75950,395650
2023-07-13 10:15:00+05:30,19803.0,19804.95,19780.7,19798.0,14950,398150
2023-07-13 11:15:00+05:30,19798.0,19805.35,19791.1,19798.0,15400,402550
2023-07-13 12:15:00+05:30,19798.0,19799.2,19782.0,19790.15,5650,403850
2023-07-13 13:15:00+05:30,19790.15,19790.15,19710.0,19712.5,32000,397800
2023-07-13 14:15:00+05:30,19712.5,19730.15,19667.6,19693.0,47850,415400
2023-07-13 15:15:00+05:30,19693.0,19706.4,19680.0,19701.25,10800,420050
2023-07-14 09:15:00+05:30,19728.05,19755.15,19690.0,19701.0,29550,420700
2023-07-14 10:15:00+05:30,19701.0,19724.95,19686.0,19718.0,14750,421200
2023-07-14 11:15:00+05:30,19718.0,19737.35,19705.0,19729.35,6700,420100
2023-07-14 12:15:00+05:30,19729.35,19750.0,19715.0,19750.0,8500,419450
2023-07-14 13:15:00+05:30,19750.0,19766.55,19712.5,19754.1,16050,424000
2023-07-14 14:15:00+05:30,19754.1,19798.0,19735.0,19798.0,33000,429350
2023-07-14 15:15:00+05:30,19798.0,19823.95,19790.15,19822.0,40200,443700
2023-07-17 09:15:00+05:30,19849.75,19853.0,19802.3,19852.65,48500,455950
2023-07-17 10:15:00+05:30,19852.65,19857.5,19836.1,19846.0,13600,457300
2023-07-17 11:15:00+05:30,19846.0,19858.0,19834.0,19857.1,8100,460100
2023-07-17 12:15:00+05:30,19857.1,19878.0,19855.0,19873.25,30750,467750
2023-07-17 13:15:00+05:30,19873.25,19894.5,19870.15,19882.75,22200,473000
2023-07-17 14:15:00+05:30,19882.75,19937.25,19881.65,19937.25,49900,484650
2023-07-17 15:15:00+05:30,19937.25,19937.25,19918.35,19934.5,28300,496500
2023-07-18 09:15:00+05:30,19950.0,19998.95,19936.75,19966.15,71350,522250
2023-07-18 10:15:00+05:30,19966.15,20018.5,19961.8,20007.0,38650,538300
2023-07-18 11:15:00+05:30,20005.05,20007.0,19918.8,19935.0,36400,539600
2023-07-18 12:15:00+05:30,19935.0,19970.0,19926.0,19950.0,10600,540650
2023-07-18 13:15:00+05:30,19950.0,19988.9,19938.0,19971.75,10400,539600
2023-07-18 14:15:00+05:30,19971.75,19979.95,19941.2,19970.95,20600,542050
2023-07-18 15:15:00+05:30,19970.95,19975.45,19966.05,19975.0,11300,544900
2023-07-19 09:15:00+05:30,19999.0,20036.2,19983.6,20023.0,62600,571350
2023-07-19 10:15:00+05:30,20023.0,20028.9,19969.0,19969.0,26250,570200
2023-07-19 11:15:00+05:30,19968.0,19985.0,19959.0,19970.2,18050,571650
2023-07-19 12:15:00+05:30,19970.2,20004.0,19970.2,20000.0,24950,577600
2023-07-19 13:15:00+05:30,20000.0,20015.0,19985.0,20003.0,21500,582750
2023-07-19 14:15:00+05:30,20003.0,20051.45,19984.0,20051.0,50550,597750
2023-07-19 15:15:00+05:30,20050.35,20075.0,20049.75,20066.15,25400,609400
2023-07-20 09:15:00+05:30,20049.0,20049.95,20010.0,20019.45,29900,615350
2023-07-20 10:15:00+05:30,20019.45,20060.0,20015.0,20046.65,21150,624350
2023-07-20 11:15:00+05:30,20046.65,20089.0,20037.15,20083.0,21500,629500
2023-07-20 12:15:00+05:30,20083.0,20108.0,20074.55,20100.0,39900,649500
2023-07-20 13:15:00+05:30,20100.0,20139.0,20086.65,20131.0,86850,704850
2023-07-20 14:15:00+05:30,20131.0,20185.0,20131.0,20179.0,96850,732200
2023-07-20 15:15:00+05:30,20179.0,20179.95,20167.05,20171.0,19300,737200
2023-07-21 09:15:00+05:30,20110.05,20115.0,20056.8,20081.0,155450,829900
2023-07-21 10:15:00+05:30,20081.0,20087.95,20031.0,20037.85,39550,839350
2023-07-21 11:15:00+05:30,20037.85,20055.9,20020.05,20031.2,29900,843300
2023-07-21 12:15:00+05:30,20031.2,20062.25,20015.0,20060.0,18400,847000
2023-07-21 13:15:00+05:30,20063.0,20081.0,20027.0,20038.85,20650,848650
2023-07-21 14:15:00+05:30,20038.85,20044.65,19975.05,20015.25,44100,851950
2023-07-21 15:15:00+05:30,20015.25,20045.0,20014.0,20038.0,16150,851050
2023-07-24 09:15:00+05:30,20021.8,20021.8,19966.5,20000.0,47000,851650
2023-07-24 10:15:00+05:30,20000.0,20034.7,20000.0,20015.95,21400,853750
2023-07-24 11:15:00+05:30,20015.95,20015.95,19937.0,19960.05,31250,857900
2023-07-24 12:15:00+05:30,19960.05,20010.0,19960.0,20009.0,27100,865000
2023-07-24 13:15:00+05:30,20009.0,20017.0,19975.0,19995.1,14000,865100
2023-07-24 14:15:00+05:30,19995.1,19995.1,19922.0,19932.0,41150,864900
2023-07-24 15:15:00+05:30,19932.0,19937.4,19925.0,19925.0,14250,868500
2023-07-25 09:15:00+05:30,19950.05,19962.55,19920.0,19936.45,41800,879650
2023-07-25 10:15:00+05:30,19936.45,19943.1,19912.5,19926.0,22750,888550
2023-07-25 11:15:00+05:30,19926.0,19940.75,19914.75,19940.75,16000,896800
