DateTime,Open,High,Low,Close
2023-06-28 09:15:00+05:30,,1.35,1.35,1.35
2023-06-30 09:15:00+05:30,1.35,1.35,1.35,1.35
2023-07-04 11:25:00+05:30,1.35,20526.85,20526.85,20526.85
2023-07-04 11:30:00+05:30,20526.85,20526.85,20526.85,20526.85
2023-07-04 11:35:00+05:30,20526.85,20526.85,20526.85,20526.85
2023-07-04 11:40:00+05:30,20526.85,20526.85,20526.85,20526.85
2023-07-04 11:45:00+05:30,20526.85,20526.85,20526.85,20526.85
2023-07-04 11:50:00+05:30,20526.85,20526.85,20526.85,20526.85
2023-07-04 11:55:00+05:30,20526.85,20526.85,20526.85,20526.85
2023-07-04 12:00:00+05:30,20526.85,20531.6,20531.6,20531.6
2023-07-04 12:05:00+05:30,20531.6,20531.6,20531.6,20531.6
2023-07-04 12:10:00+05:30,20531.6,20531.6,20531.6,20531.6
2023-07-04 12:15:00+05:30,20531.6,20531.6,20531.6,20531.6
2023-07-04 12:20:00+05:30,20531.6,20531.6,20531.6,20531.6
2023-07-04 12:25:00+05:30,20531.6,20531.6,20531.6,20531.6
2023-07-04 12:30:00+05:30,20531.6,20531.6,20531.6,20531.6
2023-07-04 12:35:00+05:30,20531.6,20531.6,20531.6,20531.6
2023-07-04 12:40:00+05:30,20531.6,20600.0,20531.6,20565.8
2023-07-04 12:45:00+05:30,20565.8,20600.0,20600.0,20600.0
2023-07-04 12:50:00+05:30,20600.0,20600.0,20600.0,20600.0
2023-07-04 12:55:00+05:30,20600.0,20600.0,20600.0,20600.0
2023-07-04 13:00:00+05:30,20600.0,20600.0,20600.0,20600.0
2023-07-04 13:05:00+05:30,20600.0,20600.0,20600.0,20600.0
2023-07-04 13:10:00+05:30,20600.0,20600.0,20600.0,20600.0
2023-07-04 13:15:00+05:30,20600.0,20600.0,20600.0,20600.0
2023-07-04 13:20:00+05:30,20600.0,20600.0,20600.0,20600.0
2023-07-04 13:25:00+05:30,20600.0,20650.0,20650.0,20650.0
2023-07-04 13:30:00+05:30,20650.0,20655.0,20650.0,20652.5
2023-07-04 13:35:00+05:30,20652.5,20655.0,20655.0,20655.0
2023-07-04 13:40:00+05:30,20655.0,20655.0,20655.0,20655.0
2023-07-04 13:45:00+05:30,20655.0,20655.0,20611.75,20633.375
2023-07-04 13:50:00+05:30,20633.375,20611.75,20611.75,20611.75
2023-07-04 13:55:00+05:30,20611.75,20611.75,20611.75,20611.75
2023-07-04 14:00:00+05:30,20611.75,20611.75,20611.75,20611.75
2023-07-04 14:05:00+05:30,20611.75,20611.75,20611.75,20611.75
2023-07-04 14:10:00+05:30,20611.75,20611.75,20611.75,20611.75
2023-07-04 14:15:00+05:30,20611.75,20611.75,20611.75,20611.75
2023-07-04 14:20:00+05:30,20611.75,20611.75,20611.75,20611.75
2023-07-04 14:25:00+05:30,20611.75,20611.75,20611.75,20611.75
2023-07-04 14:30:00+05:30,20611.75,20611.75,20611.75,20611.75
2023-07-04 14:35:00+05:30,20611.75,20611.75,20611.75,20611.75
2023-07-04 14:40:00+05:30,20611.75,20611.75,20611.75,20611.75
2023-07-04 14:45:00+05:30,20611.75,20611.75,20611.75,20611.75
2023-07-04 14:50:00+05:30,20611.75,20611.75,20611.75,20611.75
2023-07-04 14:55:00+05:30,20611.75,20611.75,20611.75,20611.75
2023-07-04 15:00:00+05:30,20611.75,20611.75,20611.75,20611.75
2023-07-04 15:05:00+05:30,20611.75,20611.75,20611.75,20611.75
2023-07-04 15:10:00+05:30,20611.75,20611.75,20611.75,20611.75
2023-07-04 15:15:00+05:30,20611.75,20611.75,20611.75,20611.75
2023-07-04 15:20:00+05:30,20611.75,20611.75,20611.75,20611.75
2023-07-04 15:25:00+05:30,20611.75,20611.75,20611.75,20611.75
2023-07-05 09:15:00+05:30,20611.75,20526.85,20526.85,20526.85
2023-07-05 10:55:00+05:30,20526.85,20400.0,20400.0,20400.0
2023-07-05 11:00:00+05:30,20400.0,20400.0,20400.0,20400.0
2023-07-05 11:05:00+05:30,20400.0,20400.0,20400.0,20400.0
2023-07-05 11:10:00+05:30,20400.0,20400.0,20400.0,20400.0
2023-07-05 11:15:00+05:30,20400.0,20400.0,20400.0,20400.0
